word,freq,sentiment_category
drive st,1,-1
incredible needs,1,-1
!negatives price,1,-1
resident permit,1,-1
centrally located access,1,-1
lot transition,1,-1
!you afford,1,-1
we were super close everything,1,-1
!overly dirty,1,-1
related services,1,-1
arround austin,1,-1
especially you appreciate,1,-1
drive reach,1,-1
new unit,1,-1
it quick get hotels,1,-1
future trips austin,1,-1
which was nice come back night,1,-1
very near shopping,1,-1
!downtown is,1,-1
back yard,1,-1
jump trail,1,-1
everyone be room together,1,-1
ideal being,1,-1
when driving,1,-1
stately homes,1,-1
right outside stops,1,-1
very cute gems,1,-1
our stay i exploring,1,-1
!as clean i appreciated,1,-1
quick fare downtown,1,-1
there are right outside,1,-1
your own towel,1,-1
actually walkable most,1,-1
soco town,1,-1
looking have,1,-1
ideal walking distance,1,-1
close go explore,1,-1
it was somewhat hustle we needed car,1,-1
especially you tell they are welcome kitchen coffee morning,1,-1
we settled austin,1,-1
berekely lots craftsmen,1,-1
short walk parks,1,-1
very quiet distance spots,1,-1
we needed ck earlier,1,-1
very close best,1,-1
bustling nightlife,1,-1
great amount charm,1,-1
entire second floor,1,-1
other related questions,1,-1
perfect-- very close scene,1,-1
which was me,1,-1
so cool grounds,1,-1
perfect resting,1,-1
store blocks,1,-1
restaurant-,1,-1
concierge parking pool spa bar,1,-1
piece cake,1,-1
i thought which was very kind,1,-1
comfy couches,1,-1
block lines,1,-1
absolutely fantastic activities,1,-1
cook people,1,-1
more lighting table,1,-1
adjustment one,1,-1
!its really far downtown at all,1,-1
go spots,1,-1
various spots austin,1,-1
style very small stuff nook,1,-1
neat bars close,1,-1
very relaxing trip,1,-1
walking many,1,-1
just far enough chunk be quiet,1,-1
thorough dusting,1,-1
you walk spot,1,-1
ideal get anywhere time,1,-1
you are austin yesterday,1,-1
fine city austin,1,-1
our stay very pleasant,1,-1
henceforth,1,-1
open lighting,1,-1
cushy twin bed,1,-1
out country peace,1,-1
tubing excursions,1,-1
very central access development,1,-1
active travelers,1,-1
emerging neighborhood,1,-1
very nice feature,1,-1
great far river walks,1,-1
incredibly convenient coffee,1,-1
perfect being so walkable tons,1,-1
work art,1,-1
very quiet scene,1,-1
it perfectly situated easily get pretty much anywhere austin,1,-1
!walkable-,1,-1
slightly further away,1,-1
batch,1,-1
kolaches,1,-1
cider,1,-1
path was well lit,1,-1
very quiet quick trips market,1,-1
quiet minutes bus,1,-1
even closer downtown i realized-,1,-1
we wanted be close downtown,1,-1
locked gate,1,-1
accessible shopping,1,-1
midst shopping,1,-1
very quiet charm,1,-1
whenever we were,1,-1
little inconveniences apartment,1,-1
out towners,1,-1
easy navigation,1,-1
major scenes,1,-1
close enough bike,1,-1
even we opted heat,1,-1
nice check,1,-1
close proximity circuit motogp,1,-1
super cute know,1,-1
it is really close campus,1,-1
!so long you understand you 're center,1,-1
close distance plenty,1,-1
!so recommended,1,-1
extremely convenient rest,1,-1
teresa,1,-1
come home end,1,-1
!far either,1,-1
!type arrangement,1,-1
unbelievable views,1,-1
it only took drive downtown,1,-1
just mile congress food,1,-1
kind very helpful,1,-1
easy access venues,1,-1
everywhere austin-,1,-1
other note,1,-1
great blocks lamar,1,-1
drive areas,1,-1
close enough austin be easy car,1,-1
incredible architecture,1,-1
!as safe described,1,-1
so many great restaurants trucks,1,-1
gorgeously pleasant,1,-1
we had either,1,-1
quite appealing,1,-1
!open minded individual,1,-1
x2,1,-1
enough keep degrees,1,-1
accurate number towels,1,-1
keypad entry,1,-1
!bothersome me,1,-1
event dedham,1,-1
go grab morning day,1,-1
beautiful travis country,1,-1
just unbelievable,1,-1
around 12,1,-1
far enough removed it provided,1,-1
venture thoroughfares dogs,1,-1
!why there were nightly close congress,1,-1
great local info events,1,-1
east interstate,1,-1
sandwiched chavez,1,-1
interesting exploration,1,-1
more food beverage,1,-1
very authentic weird experience,1,-1
more homey,1,-1
dead end houses,1,-1
smooth slopes,1,-1
cleaned more,1,-1
additional residents,1,-1
great location close austin,1,-1
nice great amenities,1,-1
only quick downtown,1,-1
it easy us get around restaurants,1,-1
best part st,1,-1
beauty country,1,-1
drive nightlife,1,-1
!especially you love eat,1,-1
only short walk shops,1,-1
downtown where we went st,1,-1
downright beautiful,1,-1
decent us,1,-1
we love walk everywhere,1,-1
outstanding easy downtown,1,-1
austin ut,1,-1
as clean pictures portrayed,1,-1
other duplexes,1,-1
amazing accommodations(as,1,-1
earliest,1,-1
room so much,1,-1
super safe walk around,1,-1
it close stops downtown,1,-1
lower class,1,-1
relatively close stuff,1,-1
!you hire you pay,1,-1
great close burnet,1,-1
is very quiet,1,-1
final night,1,-1
great jumping spot,1,-1
quiet suburban setting,1,-1
road entrance,1,-1
permanently parked trucks,1,-1
rainey nightlife trucks,1,-1
!matter you coming,1,-1
you going hang around cambridge boston house is,1,-1
it is outside,1,-1
be conveniently close,1,-1
you think district,1,-1
few bars up,1,-1
quite wet,1,-1
so avoid walking around there socks,1,-1
lot options time right across,1,-1
convenient adventure,1,-1
quick drive wimberley still being far enough away peace,1,-1
great very walkable best,1,-1
quite rough,1,-1
my days college,1,-1
gorgeous views travis,1,-1
cherry type,1,-1
free parking weekends directly opposite,1,-1
great views capitol,1,-1
walking distance downtown corner,1,-1
cost apartment,1,-1
uber cost,1,-1
denny,1,-1
our spare time,1,-1
used to,1,-1
ton weed,1,-1
appx drive,1,-1
it felt close everything matter we went,1,-1
faucet,1,-1
minutes wedding,1,-1
anyone new austin,1,-1
easy walk bus,1,-1
instructions spot,1,-1
short blocks walk square,1,-1
i take late night you coming downtown few blocks are,1,-1
you bothered by,1,-1
perfect mix social,1,-1
just south,1,-1
able give,1,-1
more freedom,1,-1
fun stuff congress,1,-1
part apartment,1,-1
about drive atx,1,-1
mixed new houses,1,-1
romantic getaway two,1,-1
accurate property,1,-1
beatufil,1,-1
other side freeway,1,-1
what makes place must book austin,1,-1
super close action,1,-1
you staying austin event,1,-1
little creaky,1,-1
beautiful very hilly,1,-1
impressive homes,1,-1
my project side,1,-1
perfect area was quiet,1,-1
gated place,1,-1
she is,1,-1
which made stay really pleasant,1,-1
just perfect close center,1,-1
treatments,1,-1
great very close highway,1,-1
mostly awesome,1,-1
pokemon,1,-1
ausin,1,-1
we stayed hotel cost,1,-1
super central downtown,1,-1
!me made university,1,-1
!several trips,1,-1
favorite mine restaurants,1,-1
beautiful restored homes,1,-1
wonderful close ton,1,-1
pretty bumpin esp weekend,1,-1
groceries close,1,-1
only short drive lot,1,-1
store was road,1,-1
!yet facing back so quiet,1,-1
ideal sense,1,-1
property is very private,1,-1
festival blanco,1,-1
complaining,1,-1
premium hotel,1,-1
too close highway,1,-1
!pay ride,1,-1
!we wanted anywhere go,1,-1
!ride,1,-1
good 30 activities,1,-1
absolute must,1,-1
which is very sprouting restaurants,1,-1
gorgeous new amenities,1,-1
fantastic jumping point,1,-1
close enough cab,1,-1
peaceful place away craze,1,-1
white horse,1,-1
quite nice amenities,1,-1
just across hotel,1,-1
little touches,1,-1
!as many people going,1,-1
its fair share noise full mirror issue,1,-1
high hills,1,-1
quite easy get majority,1,-1
filled spots,1,-1
additional mattresses,1,-1
next door street,1,-1
gated spaces vehicle,1,-1
many bars w,1,-1
!you looking,1,-1
block bus heart,1,-1
good spot pretty central everything,1,-1
many awesome restaurants,1,-1
quick ride get downtown,1,-1
univ texas,1,-1
mins downtown away harvard,1,-1
which meant we both slept so well,1,-1
north south,1,-1
so booming,1,-1
ideal minutes walk part,1,-1
inside garage,1,-1
unbeatable just perfect,1,-1
be close highway,1,-1
walk around there are,1,-1
it is noise,1,-1
!beat excellent food pool close,1,-1
!our small family,1,-1
more convenient expected,1,-1
parks south austin,1,-1
well layout privacy,1,-1
really good bars anything,1,-1
really nice little place,1,-1
safe easy access,1,-1
!best austin,1,-1
fabulous park,1,-1
!we were middle,1,-1
me-- close center,1,-1
good explore car,1,-1
it convenient place,1,-1
it really fun us,1,-1
ideal young couples singles wanting visit budget,1,-1
ownership,1,-1
bit hike,1,-1
way better i imagined,1,-1
described reviews,1,-1
dream anyone,1,-1
many restaraunts,1,-1
being close trucks,1,-1
hub bbq,1,-1
mess boxes,1,-1
you want head downtown,1,-1
be scary night you are alone,1,-1
ton stores,1,-1
futon room,1,-1
located very near spots,1,-1
really neat opportunities,1,-1
incredible food live music,1,-1
what happens kitchen,1,-1
quicker,1,-1
extremely near jump,1,-1
short drive lake,1,-1
you appreciate,1,-1
corner one,1,-1
tips routes,1,-1
!development,1,-1
unbelievably peaceful,1,-1
so close water it be difficult manage,1,-1
!personality,1,-1
it was edge,1,-1
i smelling,1,-1
it was rowdy night,1,-1
very close noisy highway,1,-1
biggest pro place,1,-1
smash floor,1,-1
stomp 3,1,-1
glorified dorm,1,-1
shiek,1,-1
which made night,1,-1
great too market,1,-1
great amenities table,1,-1
very close town everything,1,-1
roomy enough,1,-1
several expectations host,1,-1
it 's fairly close downtown very close walmart,1,-1
so many options dining,1,-1
we relax,1,-1
communication staff,1,-1
my visit harvard,1,-1
lot trash hallways parties,1,-1
awesome have everyone hang together,1,-1
perfect middle ground reason,1,-1
fairly quickly,1,-1
we were really close heart,1,-1
!too far domain,1,-1
only minutes street $ uber taxi,1,-1
right away messages,1,-1
walkable abgb,1,-1
minutes minutes congress,1,-1
its greatest blocks heart is,1,-1
our short stay austin,1,-1
streamer,1,-1
being drive city,1,-1
walkways lower garage,1,-1
!owner living property,1,-1
norm,1,-1
busy scene,1,-1
room kind,1,-1
rocky,1,-1
people lobby,1,-1
so stellar 10/10 highly recommend staying place,1,-1
next door lots,1,-1
rough get rocks,1,-1
it easy get austin foot scooters,1,-1
you need drive get anywhere,1,-1
!deliver weekends,1,-1
!them,1,-1
!weekends,1,-1
s’mores,1,-1
great totally austin,1,-1
very conveniently located max attractions,1,-1
her guidebook garden chuy,1,-1
convenient miles,1,-1
!overwhelming amenities,1,-1
bus stop get downtown,1,-1
favorite group,1,-1
short ride t spots,1,-1
really good amenities,1,-1
quick ride any,1,-1
uber ride attractions,1,-1
goat,1,-1
sweet feel,1,-1
high level security,1,-1
away outlets,1,-1
great easy ride boston,1,-1
barks,1,-1
very close foods,1,-1
convenient stuff,1,-1
close lots too,1,-1
you want sleep,1,-1
30min downtown,1,-1
revitalized lots,1,-1
spacious house,1,-1
you ’re downtown,1,-1
something room,1,-1
orange line is pretty close it,1,-1
great super easy get anywhere downtown,1,-1
at least,1,-1
she have,1,-1
only cheap ride bars,1,-1
little busier i liked,1,-1
unreal right heart,1,-1
tony price,1,-1
grittier side,1,-1
me feel ease,1,-1
peace hustle,1,-1
fabs,1,-1
christy place,1,-1
combat,1,-1
away rush,1,-1
nice gym room,1,-1
close enough town be convenient,1,-1
park north university,1,-1
walking distance market,1,-1
u. texas students,1,-1
our weekend zilker venues,1,-1
great close hangouts,1,-1
spot breakfast dinner,1,-1
great close everything furthest was,1,-1
really close spots,1,-1
our events spread austin,1,-1
nice area austin,1,-1
middle etc,1,-1
!friendly described,1,-1
be mostly,1,-1
some homes,1,-1
pages digest,1,-1
instructions lock,1,-1
very easy check process,1,-1
min distance campus,1,-1
steps bars,1,-1
large fan,1,-1
close nearby,1,-1
extra $ 20,1,-1
overall wonderful stay,1,-1
parking rhroughout,1,-1
her portraits,1,-1
i take i wanted,1,-1
quiet peaceful clean,1,-1
so you sometimes hear,1,-1
as elegant listing indicates,1,-1
great nearby east austin hot spots,1,-1
access gym,1,-1
our family adventure rock,1,-1
great near everything,1,-1
you done,1,-1
us be springs,1,-1
away eats,1,-1
there is extremely rough so bad,1,-1
i need now,1,-1
you 're deep country when you 're,1,-1
quiet serene place,1,-1
even it was college,1,-1
so many things highly recommend lamar,1,-1
my intentions,1,-1
close enough amenities,1,-1
well ventilated,1,-1
you get evening,1,-1
perfect get away city-,1,-1
locking,1,-1
easy ride restaurants,1,-1
distance shop,1,-1
off texas,1,-1
pool well,1,-1
someone car,1,-1
pictures me,1,-1
we were able walk easily,1,-1
particularly great- everything was away,1,-1
perfect distance attractions,1,-1
about drive is much easier,1,-1
mins uber,1,-1
where i worked,1,-1
wonderful being so close downtown,1,-1
fairly short drive,1,-1
appt,1,-1
being just far enough away we relax peace,1,-1
lot markets,1,-1
making it easy get anything,1,-1
excellent distance east,1,-1
just minutes east capitol,1,-1
good just short drive downtown,1,-1
pretty shady feeling,1,-1
amy place,1,-1
super sketch night,1,-1
lots trees close trails,1,-1
well suited bicycles,1,-1
perfectly north downtown,1,-1
!you already found daytime,1,-1
festivities house,1,-1
my next visit pflugerville,1,-1
!shortage restaurants,1,-1
my new favorite,1,-1
!late day,1,-1
it was far enough away easily close enough,1,-1
so close fraternities,1,-1
it is close ut,1,-1
serious effort,1,-1
this perfect airbnb anyone,1,-1
resting,1,-1
private houses nearby,1,-1
just as fun,1,-1
very accessible parts,1,-1
store mart,1,-1
really mellow,1,-1
tons space,1,-1
party am,1,-1
pieous,1,-1
you walk sorts,1,-1
amazing wood,1,-1
see distance subway,1,-1
very worse wear,1,-1
fast food,1,-1
we looking away board,1,-1
ready heart,1,-1
i used i was there,1,-1
everything austin proper is minutes,1,-1
great gentrifying part austin,1,-1
!hwy,1,-1
house next us,1,-1
fantastic right border,1,-1
availability,1,-1
this sure bet,1,-1
early afternoon,1,-1
great about drive down wimberley,1,-1
real point it is close everything,1,-1
get day,1,-1
being bistros,1,-1
music austin,1,-1
!adorable,1,-1
super easy keypad,1,-1
close enough institutions be mix,1,-1
comfy sit,1,-1
talking one,1,-1
loved one,1,-1
it respite day,1,-1
surprisingly closer i thought,1,-1
about miles st,1,-1
you feel you ’re austin,1,-1
anyone issues,1,-1
away rural,1,-1
great relief city,1,-1
perfect near soco congress,1,-1
highly sought,1,-1
only about drive everything,1,-1
wonderful- very close restaurants,1,-1
little south city,1,-1
only walk part,1,-1
just minutes music,1,-1
short drive soco,1,-1
beautiful ceiling,1,-1
easy access tons mile,1,-1
making it really easy get around,1,-1
full books,1,-1
we needed escape,1,-1
perfect being close town,1,-1
much further center i imagined,1,-1
very lush,1,-1
tobin listed guide,1,-1
great options close,1,-1
!overly crowded,1,-1
right next preserve,1,-1
nestled cluster,1,-1
unit attractive,1,-1
!big deal me i was there sleep only,1,-1
irate message,1,-1
damper,1,-1
trendy really beautiful,1,-1
pretty close fun,1,-1
our lives much easier,1,-1
!our long weekend austin,1,-1
small travelers share,1,-1
access stores,1,-1
trip much more enjoyable,1,-1
weird mix bohemian,1,-1
quiet great place,1,-1
enough traveler,1,-1
outside square,1,-1
our visit acl,1,-1
short drive 6th,1,-1
good range stores,1,-1
as good it gets austin,1,-1
walking cool,1,-1
one distance,1,-1
!close st.,1,-1
cab costs 10,1,-1
!our own,1,-1
easy drive things,1,-1
wherever i needed be,1,-1
phones,1,-1
laptops,1,-1
rise park,1,-1
great close enough austin,1,-1
one wants go,1,-1
all tourist needs,1,-1
super option,1,-1
center lockhart,1,-1
you are too picky this do,1,-1
rainy day,1,-1
easy access stops,1,-1
about ride north downtown,1,-1
